"","dat_Subject","list","exp","trial","con","fab_stimulus","fab_question","fab_key","qtype","id","fab_instruction","dat_Trial","dat_Window","dat_LoopNumber","dat_LoopPosition","dat_LoopSum","dat_AreaNumber","dat_AreaPosition","dat_AreaSum","dat_Ans","dat_AnsReactionTime","dat_Accuracy","dat_GD","dat_NRO","dat_NRI","dat_PRO","dat_PRI","dat_RPD","dat_SRPD","dat_RRT","dat_TRT","dat_NOF","dat_MFD"
"1045","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",31,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Cathy had begun working on the new project. |She was carried unconscious to a hospital./","Was Cathy working on her previous project?<br>('O' for no; 'P' for yes)","N","first","a_3",NA,36,"Cathy had begun working on the new project.",2,1,2,1,1,2,"N",2300,1,2985,0,0,0,0,2985,2985,0,2985,1,2985
"1046","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",31,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Cathy had begun working on the new project. |She was carried unconscious to a hospital./","Was Cathy working on her previous project?<br>('O' for no; 'P' for yes)","N","first","a_3",NA,36,"She was carried unconscious to a hospital.",2,2,2,1,2,2,"N",2300,1,2280,0,0,0,0,2280,2280,0,2280,1,2280
"1047","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",32,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Dick kicked the living room wall in his fury. |A mirror fell down and shattered on the floor./","Did Dick kick the living room wall?<br>('O' for no; 'P' for yes)","Y","first","a_6",NA,37,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",2409,1,450,0,0,0,0,450,450,0,450,1,450
"1048","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",32,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Dick kicked the living room wall in his fury. |A mirror fell down and shattered on the floor./","Did Dick kick the living room wall?<br>('O' for no; 'P' for yes)","Y","first","a_6",NA,37,"Dick kicked the living room wall in his fury.",2,1,2,1,1,2,"Y",2409,1,9650,0,0,0,0,9650,9650,0,9650,1,9650
"1049","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",32,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Dick kicked the living room wall in his fury. |A mirror fell down and shattered on the floor./","Did Dick kick the living room wall?<br>('O' for no; 'P' for yes)","Y","first","a_6",NA,37,"A mirror fell down and shattered on the floor.",2,2,2,1,2,2,"Y",2409,1,2100,0,0,0,0,2100,2100,0,2100,1,2100
"1050","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",33,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greyhounds are a tall and slender species of dog. |They are often kept as pets or used for racing./","Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes)","Y","second","b_13",NA,38,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",2600,1,679,0,0,0,0,679,679,0,679,1,679
"1051","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",33,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greyhounds are a tall and slender species of dog. |They are often kept as pets or used for racing./","Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes)","Y","second","b_13",NA,38,"Greyhounds are a tall and slender species of dog.",2,1,2,1,1,2,"Y",2600,1,3319,0,0,0,0,3319,3319,0,3319,1,3319
"1052","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",33,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greyhounds are a tall and slender species of dog. |They are often kept as pets or used for racing./","Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes)","Y","second","b_13",NA,38,"They are often kept as pets or used for racing.",2,2,2,1,2,2,"Y",2600,1,2481,0,0,0,0,2481,2481,0,2481,1,2481
"1053","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",34,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The Churchill scholarship is given to students nationwide |who are planning to attend Cambridge./","Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes)","N","second","b_16",NA,39,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",3127,0,580,0,0,0,0,580,580,0,580,1,580
"1054","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",34,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The Churchill scholarship is given to students nationwide |who are planning to attend Cambridge./","Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes)","N","second","b_16",NA,39,"The Churchill scholarship is given to students nationwide",2,1,2,1,1,2,"Y",3127,0,6079,0,0,0,0,6079,6079,0,6079,1,6079
"1055","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",34,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The Churchill scholarship is given to students nationwide |who are planning to attend Cambridge./","Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes)","N","second","b_16",NA,39,"who are planning to attend Cambridge.",2,2,2,1,2,2,"Y",3127,0,2831,0,0,0,0,2831,2831,0,2831,1,2831
"1056","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",35,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nancy finished her work quite early on Friday. |She suffered from a bad hangover this morning./","Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes)","Y","second","a_18",NA,40,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",3058,0,1284,0,0,0,0,1284,1284,0,1284,1,1284
"1057","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",35,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nancy finished her work quite early on Friday. |She suffered from a bad hangover this morning./","Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes)","Y","second","a_18",NA,40,"Nancy finished her work quite early on Friday.",2,1,2,1,1,2,"N",3058,0,3026,0,0,0,0,3026,3026,0,3026,1,3026
"1058","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",35,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nancy finished her work quite early on Friday. |She suffered from a bad hangover this morning./","Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes)","Y","second","a_18",NA,40,"She suffered from a bad hangover this morning.",2,2,2,1,2,2,"N",3058,0,4861,0,0,0,0,4861,4861,0,4861,1,4861
"1059","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",36,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /An onager was a catapult used in medieval warfare |to throw stones at advancing enemies./","Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes)","Y","second","b_14",NA,41,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",2950,1,1330,0,0,0,0,1330,1330,0,1330,1,1330
"1060","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",36,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /An onager was a catapult used in medieval warfare |to throw stones at advancing enemies./","Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes)","Y","second","b_14",NA,41,"An onager was a catapult used in medieval warfare",2,1,2,1,1,2,"Y",2950,1,5740,0,0,0,0,5740,5740,0,5740,1,5740
"1061","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",36,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /An onager was a catapult used in medieval warfare |to throw stones at advancing enemies./","Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes)","Y","second","b_14",NA,41,"to throw stones at advancing enemies.",2,2,2,1,2,2,"Y",2950,1,1800,0,0,0,0,1800,1800,0,1800,1,1800
"1062","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",37,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A dog looked at a little girl eating ice cream. |She was knocked down and shouted for her mother./","Did the dog look at a little boy?<br>('O' for no; 'P' for yes)","N","first","a_4",NA,42,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",2185,1,644,0,0,0,0,644,644,0,644,1,644
"1063","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",37,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A dog looked at a little girl eating ice cream. |She was knocked down and shouted for her mother./","Did the dog look at a little boy?<br>('O' for no; 'P' for yes)","N","first","a_4",NA,42,"A dog looked at a little girl eating ice cream.",2,1,2,1,1,2,"N",2185,1,3635,0,0,0,0,3635,3635,0,3635,1,3635
"1064","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",37,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A dog looked at a little girl eating ice cream. |She was knocked down and shouted for her mother./","Did the dog look at a little boy?<br>('O' for no; 'P' for yes)","N","first","a_4",NA,42,"She was knocked down and shouted for her mother.",2,2,2,1,2,2,"N",2185,1,2850,0,0,0,0,2850,2850,0,2850,1,2850
"1065","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",38,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jane did poorly in her first test in English. |She began to worry about her final exam./","Did Jane do poorly in her first Math test?<br>('O' for no; 'P' for yes)","N","first","a_5",NA,43,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",3604,1,359,0,0,0,0,359,359,0,359,1,359
"1066","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",38,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jane did poorly in her first test in English. |She began to worry about her final exam./","Did Jane do poorly in her first Math test?<br>('O' for no; 'P' for yes)","N","first","a_5",NA,43,"Jane did poorly in her first test in English.",2,1,2,1,1,2,"N",3604,1,3385,0,0,0,0,3385,3385,0,3385,1,3385
"1067","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"a",38,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jane did poorly in her first test in English. |She began to worry about her final exam./","Did Jane do poorly in her first Math test?<br>('O' for no; 'P' for yes)","N","first","a_5",NA,43,"She began to worry about her final exam.",2,2,2,1,2,2,"N",3604,1,3880,0,0,0,0,3880,3880,0,3880,1,3880
"1068","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",39,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nausea is often experienced on small boats. |The sickness is caused by rough water conditions./","Is nausea caused by poor sailing skills?<br>('O' for no; 'P' for yes)","N","second","b_18",NA,44,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",2954,1,690,0,0,0,0,690,690,0,690,1,690
"1069","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",39,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nausea is often experienced on small boats. |The sickness is caused by rough water conditions./","Is nausea caused by poor sailing skills?<br>('O' for no; 'P' for yes)","N","second","b_18",NA,44,"Nausea is often experienced on small boats.",2,1,2,1,1,2,"N",2954,1,2400,0,0,0,0,2400,2400,0,2400,1,2400
"1070","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",39,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nausea is often experienced on small boats. |The sickness is caused by rough water conditions./","Is nausea caused by poor sailing skills?<br>('O' for no; 'P' for yes)","N","second","b_18",NA,44,"The sickness is caused by rough water conditions.",2,2,2,1,2,2,"N",2954,1,2845,0,0,0,0,2845,2845,0,2845,1,2845
"1071","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",40,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The high school counselor offers guidance |that mostly pertains to applying to college./","Does the guidance pertain to the college application?<br>('O' for no; 'P' for yes)","Y","second","b_11",NA,45,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",3219,0,609,0,0,0,0,609,609,0,609,1,609
"1072","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",40,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The high school counselor offers guidance |that mostly pertains to applying to college./","Does the guidance pertain to the college application?<br>('O' for no; 'P' for yes)","Y","second","b_11",NA,45,"The high school counselor offers guidance",2,1,2,1,1,2,"N",3219,0,1610,0,0,0,0,1610,1610,0,1610,1,1610
"1073","30BXRYBRP50Y9LPWO4Z9ZWNFTMWWH3",3,"b",40,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The high school counselor offers guidance |that mostly pertains to applying to college./","Does the guidance pertain to the college application?<br>('O' for no; 'P' for yes)","Y","second","b_11",NA,45,"that mostly pertains to applying to college.",2,2,2,1,2,2,"N",3219,0,1730,0,0,0,0,1730,1730,0,1730,1,1730
"1074","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.1,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Harry's girlfriend turned down his invitation. |He decided not to go out with her any more./","Was Harry turned down by his girlfriend? <br>('O' for no; 'P' for yes)","Y","prac","prac1",NA,1,"Harry's girlfriend turned down his invitation.",2,1,2,1,1,2,"Y",3744,1,4367,0,0,0,0,4367,4367,0,4367,1,4367
"1075","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.1,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Harry's girlfriend turned down his invitation. |He decided not to go out with her any more./","Was Harry turned down by his girlfriend? <br>('O' for no; 'P' for yes)","Y","prac","prac1",NA,1,"He decided not to go out with her any more.",2,2,2,1,2,2,"Y",3744,1,2140,0,0,0,0,2140,2140,0,2140,1,2140
"1076","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.2,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to buy a new tent&#44 the smart brothers saved the money. |They kept it in their bedroom./","Did the brothers keep the money in their kitchen?<br>('O' for no; 'P' for yes)","N","prac","prac2",NA,2,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",2273,1,1865,0,0,0,0,1865,1865,0,1865,1,1865
"1077","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.2,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to buy a new tent&#44 the smart brothers saved the money. |They kept it in their bedroom./","Did the brothers keep the money in their kitchen?<br>('O' for no; 'P' for yes)","N","prac","prac2",NA,2,"Hoping to buy a new tent&#44 the smart brothers saved the money.",2,1,2,1,1,2,"N",2273,1,3386,0,0,0,0,3386,3386,0,3386,1,3386
"1078","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.2,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to buy a new tent&#44 the smart brothers saved the money. |They kept it in their bedroom./","Did the brothers keep the money in their kitchen?<br>('O' for no; 'P' for yes)","N","prac","prac2",NA,2,"They kept it in their bedroom.",2,2,2,1,2,2,"N",2273,1,1115,0,0,0,0,1115,1115,0,1115,1,1115
"1079","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.3,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /John came back home from the city a while ago. |Frantically he searched through the medicine cabinet./","Did John search through the medicine cabinet?<br>('O' for no; 'P' for yes)","Y","prac","prac3",NA,3,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",1616,1,1410,0,0,0,0,1410,1410,0,1410,1,1410
"1080","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.3,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /John came back home from the city a while ago. |Frantically he searched through the medicine cabinet./","Did John search through the medicine cabinet?<br>('O' for no; 'P' for yes)","Y","prac","prac3",NA,3,"John came back home from the city a while ago.",2,1,2,1,1,2,"Y",1616,1,2247,0,0,0,0,2247,2247,0,2247,1,2247
"1081","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.3,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /John came back home from the city a while ago. |Frantically he searched through the medicine cabinet./","Did John search through the medicine cabinet?<br>('O' for no; 'P' for yes)","Y","prac","prac3",NA,3,"Frantically he searched through the medicine cabinet.",2,2,2,1,2,2,"Y",1616,1,797,0,0,0,0,797,797,0,797,1,797
"1082","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.4,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The college student knew she was not ready for the test | she was going to take early Monday./","Did the college student know she was not ready for the class?<br>('O' for no; 'P' for yes)","N","prac","prac4",NA,4,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",1615,0,1111,0,0,0,0,1111,1111,0,1111,1,1111
"1083","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.4,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The college student knew she was not ready for the test | she was going to take early Monday./","Did the college student know she was not ready for the class?<br>('O' for no; 'P' for yes)","N","prac","prac4",NA,4,"The college student knew she was not ready for the test",2,1,2,1,1,2,"Y",1615,0,1095,0,0,0,0,1095,1095,0,1095,1,1095
"1084","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.4,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The college student knew she was not ready for the test | she was going to take early Monday./","Did the college student know she was not ready for the class?<br>('O' for no; 'P' for yes)","N","prac","prac4",NA,4,"she was going to take early Monday.",2,2,2,1,2,2,"Y",1615,0,1266,0,0,0,0,1266,1266,0,1266,1,1266
"1085","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",2484,1,1926,0,0,0,0,1926,1926,0,1926,1,1926
"1086","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"Lisa wanted to live closer to her new office.",2,1,2,1,1,2,"N",2484,1,1126,0,0,0,0,1126,1126,0,1126,1,1126
"1087","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"She opened the paper to the apartment listing.",2,2,2,1,2,2,"N",2484,1,1832,0,0,0,0,1832,1832,0,1832,1,1832
"1088","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",1,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital |very quickly and went to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",3500,1,1105,0,0,0,0,1105,1105,0,1105,1,1105
"1089","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",1,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital |very quickly and went to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"The paramedics ran out of the hospital",2,1,2,1,1,2,"Y",3500,1,2596,0,0,0,0,2596,2596,0,2596,1,2596
"1090","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",1,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital |very quickly and went to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"very quickly and went to the scene of the car crash.",2,2,2,1,2,2,"Y",3500,1,1535,0,0,0,0,1535,1535,0,1535,1,1535
"1091","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",2,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony's friend suddenly pushed him into a pond. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony's friend push him into a pond?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",1662,1,855,0,0,0,0,855,855,0,855,1,855
"1092","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",2,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony's friend suddenly pushed him into a pond. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony's friend push him into a pond?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"Tony's friend suddenly pushed him into a pond.",2,1,2,1,1,2,"Y",1662,1,2225,0,0,0,0,2225,2225,0,2225,1,2225
"1093","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",2,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony's friend suddenly pushed him into a pond. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony's friend push him into a pond?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"He walked home&#44 soaking wet&#44 to change his clothes.",2,2,2,1,2,2,"Y",1662,1,1742,0,0,0,0,1742,1742,0,1742,1,1742
"1094","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",3,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals. |Most of them had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",2299,1,992,0,0,0,0,992,992,0,992,1,992
"1095","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",3,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals. |Most of them had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"The taxidermist stuffed a variety of small animals.",2,1,2,1,1,2,"N",2299,1,1432,0,0,0,0,1432,1432,0,1432,1,1432
"1096","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",3,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals. |Most of them had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"Most of them had been hunting trophies.",2,2,2,1,2,2,"N",2299,1,1904,0,0,0,0,1904,1904,0,1904,1,1904
"1097","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",4,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose came back to her apartment after work. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",1545,1,736,0,0,0,0,736,736,0,736,1,736
"1098","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",4,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose came back to her apartment after work. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"Rose came back to her apartment after work.",2,1,2,1,1,2,"N",1545,1,1476,0,0,0,0,1476,1476,0,1476,1,1476
"1099","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",4,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose came back to her apartment after work. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"She found herself too frightened to move.",2,2,2,1,2,2,"N",1545,1,1543,0,0,0,0,1543,1543,0,1543,1,1543
"1100","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",5,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard left home early after eating breakfast. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",2780,1,843,0,0,0,0,843,843,0,843,1,843
"1101","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",5,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard left home early after eating breakfast. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"Richard left home early after eating breakfast.",2,1,2,1,1,2,"Y",2780,1,2028,0,0,0,0,2028,2028,0,2028,1,2028
"1102","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"a",5,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard left home early after eating breakfast. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"He spent a whole day shopping for the present.",2,2,2,1,2,2,"Y",2780,1,1998,0,0,0,0,1998,1998,0,1998,1,1998
"1103","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",6,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband |the smuggler had hidden in his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",1870,1,761,0,0,0,0,761,761,0,761,1,761
"1104","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",6,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband |the smuggler had hidden in his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"The policeman tried to find the contraband",2,1,2,1,1,2,"Y",1870,1,1634,0,0,0,0,1634,1634,0,1634,1,1634
"1105","3BDCF01OGYX4KM3MUQWVCL12LB5YLB",3,"b",6,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband |the smuggler had hidden in his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"the smuggler had hidden in his daughter's doll.",2,2,2,1,2,2,"Y",1870,1,1921,0,0,0,0,1921,1921,0,1921,1,1921
