dat_Subject,list,display_order,type,id,con,fab_stimulus,fab_question,fab_key,fab_instruction,fab_feedback,dat_Trial,dat_LoopNumber,dat_LoopSum,dat_AreaNumber,dat_AreaSum,dat_Ans,dat_AnsReactionTime,dat_Accuracy,dat_GD,dat_NRO,dat_NRI,dat_PRO,dat_PRI,dat_RPD,dat_SRPD,dat_RRT,dat_TRT,dat_NOF,dat_MFD
207,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,3,4,N,2860,1,1173,1,0,0.3333,0.0000,3675,2469,2480,3653,3,1218
207,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,4,1,N,2860,1,544,0,0,0.0000,0.0000,544,544,224,768,2,384
207,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,5,3,N,2860,1,2003,1,0,0.5000,0.0000,5829,2915,912,2915,2,1458
207,1,41,filler,filler_1,,/+/The tall woman had a walk with her husband last night./,Did the woman had a walk alone? ,N,,0,47,1,1,1,1,N,2123,1,688,0,0,0.0000,0.0000,688,688,0,688,1,688
207,1,41,filler,filler_1,,/+/The tall woman had a walk with her husband last night./,Did the woman had a walk alone? ,N,,0,47,2,11,1,11,N,2123,1,5358,0,0,0.0000,0.0000,5358,5358,0,5358,1,5358
207,1,42,filler,filler_11,,/+/The young student won the first place in the competition on Wednesday./,Did the young student win the competition?,Y,,0,48,1,1,1,1,Y,2619,1,544,0,0,0.0000,0.0000,544,544,0,544,1,544
207,1,42,filler,filler_11,,/+/The young student won the first place in the competition on Wednesday./,Did the young student win the competition?,Y,,0,48,2,12,1,12,Y,2619,1,9154,0,0,0.0000,0.0000,9154,9154,0,9154,1,9154
207,1,43,filler,filler_29,,/+/The poor parents were not able to send their children to school./,Could the parents afford their children to school?,N,,0,49,1,1,1,1,N,2676,1,560,0,0,0.0000,0.0000,560,560,0,560,1,560
207,1,43,filler,filler_29,,/+/The poor parents were not able to send their children to school./,Could the parents afford their children to school?,N,,0,49,2,12,1,12,N,2676,1,7854,0,0,0.0000,0.0000,7854,7854,0,7854,1,7854
207,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,1,1,1,1,Y,8924,1,520,0,0,0.0000,0.0000,520,520,0,520,1,520
207,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,1,3,Y,8924,1,944,0,2,0.0000,0.6667,944,944,2088,3032,3,1011
207,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,2,4,Y,8924,1,472,2,1,0.5000,0.2500,3793,2480,4276,4748,4,1187
207,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,3,1,Y,8924,1,335,1,1,0.3333,0.3333,335,335,1959,2294,3,765
207,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,4,3,Y,8924,1,3055,1,0,0.5000,0.0000,9817,4815,1760,4815,2,2408
207,1,45,filler,filler_14,,/+/The professor told that gesture was an important tool to convey messages./,Did the professor tell the importance of gesture?,Y,,0,51,1,1,1,1,Y,6468,1,384,0,0,0.0000,0.0000,384,384,0,384,1,384
207,1,45,filler,filler_14,,/+/The professor told that gesture was an important tool to convey messages./,Did the professor tell the importance of gesture?,Y,,0,51,2,12,1,12,Y,6468,1,10885,0,0,0.0000,0.0000,10885,10885,0,10885,1,10885
207,1,46,filler,filler_31,,/+/The tour guide gave some helpful suggestions which made the trip perfect./,Were the tour guide's suggestions useless?,N,,0,52,1,1,1,1,N,7491,1,383,0,0,0.0000,0.0000,383,383,0,383,1,383
207,1,46,filler,filler_31,,/+/The tour guide gave some helpful suggestions which made the trip perfect./,Were the tour guide's suggestions useless?,N,,0,52,2,12,1,12,N,7491,1,17981,0,0,0.0000,0.0000,17981,17981,0,17981,1,17981
207,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,1,1,1,1,N,12965,1,607,0,0,0.0000,0.0000,607,607,0,607,1,607
207,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,1,3,N,12965,1,3705,0,1,0.0000,0.5000,3705,3705,1242,4947,2,2474
207,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,2,2,N,12965,1,792,0,0,0.0000,0.0000,792,792,456,1248,2,624
207,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,3,4,N,12965,1,1870,0,0,0.0000,0.0000,1870,1870,1112,2982,2,1491
207,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,4,1,N,12965,1,583,0,0,0.0000,0.0000,583,583,272,855,2,428
207,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,5,4,N,12965,1,1554,1,0,0.5000,0.0000,6476,3394,1840,3394,2,1697
207,1,48,filler,filler_32,,/+/The science lecture competition held last month was a big success./,Was the science lecture competition a big success?,Y,,0,54,1,1,1,1,Y,18996,1,455,0,0,0.0000,0.0000,455,455,0,455,1,455
207,1,48,filler,filler_32,,/+/The science lecture competition held last month was a big success./,Was the science lecture competition a big success?,Y,,0,54,2,11,1,11,Y,18996,1,8496,0,0,0.0000,0.0000,8496,8496,0,8496,1,8496
207,1,49,filler,filler_12,,/+/The engineer said that the price of the house was too high./,Was the house cheap? ,N,,0,55,1,1,1,1,N,3812,1,1176,0,0,0.0000,0.0000,1176,1176,0,1176,1,1176
207,1,49,filler,filler_12,,/+/The engineer said that the price of the house was too high./,Was the house cheap? ,N,,0,55,2,12,1,12,N,3812,1,6148,0,0,0.0000,0.0000,6148,6148,0,6148,1,6148
207,1,50,filler,filler_9,,/+/The old uncle was woken up by the strong earthquake./,Was the uncle woken up by the earthquake?,Y,,0,56,1,1,1,1,Y,3227,1,431,0,0,0.0000,0.0000,431,431,0,431,1,431
207,1,50,filler,filler_9,,/+/The old uncle was woken up by the strong earthquake./,Was the uncle woken up by the earthquake?,Y,,0,56,2,10,1,10,Y,3227,1,9883,0,0,0.0000,0.0000,9883,9883,0,9883,1,9883
207,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,1,1,1,1,Y,14308,0,448,0,0,0.0000,0.0000,448,448,0,448,1,448
207,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,1,3,Y,14308,0,1312,0,1,0.0000,0.5000,1312,1312,624,1936,2,968
207,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,2,3,Y,14308,0,2400,1,1,0.3333,0.3333,4568,3944,4230,6630,3,2210
207,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,3,1,Y,14308,0,1408,1,1,0.3333,0.3333,1408,1408,542,1950,3,650
207,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,4,3,Y,14308,0,4193,1,0,0.5000,0.0000,8333,5105,912,5105,2,2553
207,1,52,filler,filler_3,,/+/The ticket enabled the guest to have a free meal in a Chinese restaurant./,Did the ticket enable a free meal?,Y,,0,58,1,1,1,1,Y,6973,1,359,0,0,0.0000,0.0000,359,359,0,359,1,359
207,1,52,filler,filler_3,,/+/The ticket enabled the guest to have a free meal in a Chinese restaurant./,Did the ticket enable a free meal?,Y,,0,58,2,14,1,14,Y,6973,1,5941,0,0,0.0000,0.0000,5941,5941,0,5941,1,5941
207,1,53,filler,filler_39,,/+/The young boy spent a great deal of money on English learning books./,Did the young boy spend a great deal of money?,Y,,0,59,1,1,1,1,Y,15044,1,792,0,0,0.0000,0.0000,792,792,0,792,1,792
207,1,53,filler,filler_39,,/+/The young boy spent a great deal of money on English learning books./,Did the young boy spend a great deal of money?,Y,,0,59,2,13,1,13,Y,15044,1,12075,0,0,0.0000,0.0000,12075,12075,0,12075,1,12075
207,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,1,1,1,1,Y,6244,1,487,0,0,0.0000,0.0000,487,487,0,487,1,487
207,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,1,3,Y,6244,1,1119,0,2,0.0000,0.6667,1119,1119,1168,2287,3,762
207,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,2,2,Y,6244,1,1039,2,1,0.5000,0.2500,1039,1039,2137,3176,4,794
207,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,3,4,Y,6244,1,1537,1,0,0.5000,0.0000,8121,4816,3279,4816,2,2408
207,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,4,2,Y,6244,1,695,0,0,0.0000,0.0000,695,695,0,695,1,695
207,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,5,3,Y,6244,1,3821,0,0,0.0000,0.0000,3821,3821,0,3821,1,3821
207,1,55,filler,filler_28,,/+/The new restaurant became more and more popular with families./,Did the new restaurant become unpopular?,N,,0,61,1,1,1,1,N,3539,1,680,0,0,0.0000,0.0000,680,680,0,680,1,680
207,1,55,filler,filler_28,,/+/The new restaurant became more and more popular with families./,Did the new restaurant become unpopular?,N,,0,61,2,10,1,10,N,3539,1,8021,0,0,0.0000,0.0000,8021,8021,0,8021,1,8021
207,1,56,filler,filler_8,,/+/The postman used up all his energy in the busy afternoon./,Did the postman use up his energy?,Y,,0,62,1,1,1,1,Y,9995,1,439,0,0,0.0000,0.0000,439,439,0,439,1,439
207,1,56,filler,filler_8,,/+/The postman used up all his energy in the busy afternoon./,Did the postman use up his energy?,Y,,0,62,2,11,1,11,Y,9995,1,5648,0,0,0.0000,0.0000,5648,5648,0,5648,1,5648
207,1,57,filler,filler_4,,/+/The teacher did not suggest that the whole book should be read./,Did the teacher suggest reading the whole book?,N,,0,63,1,1,1,1,N,2403,1,1983,0,0,0.0000,0.0000,1983,1983,0,1983,1,1983
207,1,57,filler,filler_4,,/+/The teacher did not suggest that the whole book should be read./,Did the teacher suggest reading the whole book?,N,,0,63,2,12,1,12,N,2403,1,9401,0,0,0.0000,0.0000,9401,9401,0,9401,1,9401
207,1,58,target,target_19,G,/+/The kind grandma * brought a New Year present * gave * her grandson money in return./,Did the grandma bring a present?,N,,0,64,1,1,1,1,Y,7171,0,431,0,0,0.0000,0.0000,431,431,0,431,1,431
207,1,58,target,target_19,G,/+/The kind grandma * brought a New Year present * gave * her grandson money in return./,Did the grandma bring a present?,N,,0,64,2,14,1,3,Y,7171,0,1926,0,0,0.0000,0.0000,1926,1926,0,1926,1,1926
207,1,58,target,target_19,G,/+/The kind grandma * brought a New Year present * gave * her grandson money in return./,Did the grandma bring a present?,N,,0,64,2,14,2,5,Y,7171,0,4638,0,0,0.0000,0.0000,4638,4638,0,4638,1,4638
207,1,58,target,target_19,G,/+/The kind grandma * brought a New Year present * gave * her grandson money in return./,Did the grandma bring a present?,N,,0,64,2,14,3,1,Y,7171,0,625,0,0,0.0000,0.0000,625,625,0,625,1,625
207,1,58,target,target_19,G,/+/The kind grandma * brought a New Year present * gave * her grandson money in return./,Did the grandma bring a present?,N,,0,64,2,14,4,5,Y,7171,0,3368,0,0,0.0000,0.0000,3368,3368,0,3368,1,3368
207,1,59,filler,filler_40,,/+/Twenty students were asked to vote on when to repair the dormitory./,Were forty students asked to vote?,N,,0,65,1,1,1,1,N,4675,1,439,0,0,0.0000,0.0000,439,439,0,439,1,439
207,1,59,filler,filler_40,,/+/Twenty students were asked to vote on when to repair the dormitory./,Were forty students asked to vote?,N,,0,65,2,12,1,12,N,4675,1,15966,0,0,0.0000,0.0000,15966,15966,0,15966,1,15966
207,1,60,target,target_5,C,/+/Many small stones * that were * dropped from the cliff * damaged * passing cars below./,Did somebody drop many stones from the cliff?,Y,,0,66,1,1,1,1,Y,9620,1,391,0,0,0.0000,0.0000,391,391,0,391,1,391
207,1,60,target,target_5,C,/+/Many small stones * that were * dropped from the cliff * damaged * passing cars below./,Did somebody drop many stones from the cliff?,Y,,0,66,2,13,1,3,Y,9620,1,2184,0,4,0.0000,0.8000,2184,2184,6604,8788,5,1758
207,1,60,target,target_5,C,/+/Many small stones * that were * dropped from the cliff * damaged * passing cars below./,Did somebody drop many stones from the cliff?,Y,,0,66,2,13,2,2,Y,9620,1,952,3,1,0.5000,0.1667,6193,3528,5271,6223,6,1037
207,1,60,target,target_5,C,/+/Many small stones * that were * dropped from the cliff * damaged * passing cars below./,Did somebody drop many stones from the cliff?,Y,,0,66,2,13,3,4,Y,9620,1,2128,1,1,0.2500,0.2500,2128,2128,5859,7987,4,1997
207,1,60,target,target_5,C,/+/Many small stones * that were * dropped from the cliff * damaged * passing cars below./,Did somebody drop many stones from the cliff?,Y,,0,66,2,13,4,1,Y,9620,1,1143,1,0,0.3333,0.0000,9345,2199,1655,2798,3,933
207,1,60,target,target_5,C,/+/Many small stones * that were * dropped from the cliff * damaged * passing cars below./,Did somebody drop many stones from the cliff?,Y,,0,66,2,13,5,3,Y,9620,1,4220,1,0,0.5000,0.0000,12006,6060,1840,6060,2,3030
208,2,p1,practice,practice_1,,/+/The patient listened to the doctor's advice after he felt hopeless./,Did the patient follow the doctor?,Y,ins.jpg,1,1,2,11,1,11,Y,13649,1,10931,0,0,0.0000,0.0000,10931,10931,0,10931,1,10931
208,2,p2,practice,practice_2,,/+/The visitors knew little about how the painting was created./,Did the visitors know how the painting was created?,N,,1,2,1,1,1,1,Y,3739,0,1541,0,0,0.0000,0.0000,1541,1541,0,1541,1,1541
208,2,p2,practice,practice_2,,/+/The visitors knew little about how the painting was created./,Did the visitors know how the painting was created?,N,,1,2,2,10,1,10,Y,3739,0,8112,0,0,0.0000,0.0000,8112,8112,0,8112,1,8112
208,2,p3,practice,practice_3,,/+/The old lady lived further away from the city center./,Did the old lady live in the city center?,N,,1,3,1,1,1,1,N,6484,1,1022,0,0,0.0000,0.0000,1022,1022,0,1022,1,1022
208,2,p3,practice,practice_3,,/+/The old lady lived further away from the city center./,Did the old lady live in the city center?,N,,1,3,2,10,1,10,N,6484,1,8088,0,0,0.0000,0.0000,8088,8088,0,8088,1,8088
208,2,p4,practice,practice_4,,/+/The maid looked at the hostess with a nervous smile./,Did the maid feel nervous? ,Y,,1,4,1,1,1,1,Y,3272,1,1335,0,0,0.0000,0.0000,1335,1335,0,1335,1,1335
208,2,p4,practice,practice_4,,/+/The maid looked at the hostess with a nervous smile./,Did the maid feel nervous? ,Y,,1,4,2,10,1,10,Y,3272,1,12584,0,0,0.0000,0.0000,12584,12584,0,12584,1,12584
208,2,p5,practice,practice_5,,/+/The young lady * sent a red rose * became * really embarrassed./,Did the lady send a red rose?,N,,1,5,1,1,1,1,Y,2707,0,854,0,0,0.0000,0.0000,854,854,0,854,1,854
208,2,p5,practice,practice_5,,/+/The young lady * sent a red rose * became * really embarrassed./,Did the lady send a red rose?,N,,1,5,2,10,1,3,Y,2707,0,1597,0,0,0.0000,0.0000,1597,1597,0,1597,1,1597
208,2,p5,practice,practice_5,,/+/The young lady * sent a red rose * became * really embarrassed./,Did the lady send a red rose?,N,,1,5,2,10,2,4,Y,2707,0,4565,0,0,0.0000,0.0000,4565,4565,0,4565,1,4565
208,2,p5,practice,practice_5,,/+/The young lady * sent a red rose * became * really embarrassed./,Did the lady send a red rose?,N,,1,5,2,10,3,1,Y,2707,0,776,0,0,0.0000,0.0000,776,776,0,776,1,776
208,2,p5,practice,practice_5,,/+/The young lady * sent a red rose * became * really embarrassed./,Did the lady send a red rose?,N,,1,5,2,10,4,2,Y,2707,0,4904,0,0,0.0000,0.0000,4904,4904,0,4904,1,4904
208,2,p6,practice,practice_6,,/+/The busy workers * who were * offered a delicious pizza * felt * not so hungry./,Did someone offer the workers a pizza?,Y,,1,6,1,1,1,1,Y,5211,1,774,0,0,0.0000,0.0000,774,774,0,774,1,774
208,2,p6,practice,practice_6,,/+/The busy workers * who were * offered a delicious pizza * felt * not so hungry./,Did someone offer the workers a pizza?,Y,,1,6,2,13,1,3,Y,5211,1,1848,0,0,0.0000,0.0000,1848,1848,0,1848,1,1848
208,2,p6,practice,practice_6,,/+/The busy workers * who were * offered a delicious pizza * felt * not so hungry./,Did someone offer the workers a pizza?,Y,,1,6,2,13,2,2,Y,5211,1,1704,0,0,0.0000,0.0000,1704,1704,0,1704,1,1704
208,2,p6,practice,practice_6,,/+/The busy workers * who were * offered a delicious pizza * felt * not so hungry./,Did someone offer the workers a pizza?,Y,,1,6,2,13,3,4,Y,5211,1,5312,0,0,0.0000,0.0000,5312,5312,0,5312,1,5312
208,2,p6,practice,practice_6,,/+/The busy workers * who were * offered a delicious pizza * felt * not so hungry./,Did someone offer the workers a pizza?,Y,,1,6,2,13,4,1,Y,5211,1,656,0,0,0.0000,0.0000,656,656,0,656,1,656
208,2,p6,practice,practice_6,,/+/The busy workers * who were * offered a delicious pizza * felt * not so hungry./,Did someone offer the workers a pizza?,Y,,1,6,2,13,5,3,Y,5211,1,3416,0,0,0.0000,0.0000,3416,3416,0,3416,1,3416
208,2,1,filler,filler_6,,/+/The girl sang very well through learning experiences from her tutor./,Did the girl's tutor do a lot of help? ,Y,练习结束，现在开始正式实验。,0,7,1,1,1,1,Y,3778,1,3991,0,0,0.0000,0.0000,3991,3991,0,3991,1,3991
208,2,1,filler,filler_6,,/+/The girl sang very well through learning experiences from her tutor./,Did the girl's tutor do a lot of help? ,Y,练习结束，现在开始正式实验。,0,7,2,11,1,11,Y,3778,1,16994,0,0,0.0000,0.0000,16994,16994,0,16994,1,16994
208,2,2,filler,filler_7,,/+/Some important papers which lay in the office were stolen last night./,Were the papers still safe?,N,,0,8,1,1,1,1,N,2658,1,982,0,0,0.0000,0.0000,982,982,0,982,1,982
208,2,2,filler,filler_7,,/+/Some important papers which lay in the office were stolen last night./,Were the papers still safe?,N,,0,8,2,12,1,12,N,2658,1,11191,0,0,0.0000,0.0000,11191,11191,0,11191,1,11191
208,2,3,target,target_1,C,/+/The cotton farmers * who were * warned about the bad floods * had * no other crops./,Did the farmers warn about the floods?,N,,0,9,1,1,1,1,N,5724,1,943,0,0,0.0000,0.0000,943,943,0,943,1,943
208,2,3,target,target_1,C,/+/The cotton farmers * who were * warned about the bad floods * had * no other crops./,Did the farmers warn about the floods?,N,,0,9,2,14,1,3,N,5724,1,6152,0,0,0.0000,0.0000,6152,6152,0,6152,1,6152
208,2,3,target,target_1,C,/+/The cotton farmers * who were * warned about the bad floods * had * no other crops./,Did the farmers warn about the floods?,N,,0,9,2,14,2,2,N,5724,1,1568,0,0,0.0000,0.0000,1568,1568,0,1568,1,1568
208,2,3,target,target_1,C,/+/The cotton farmers * who were * warned about the bad floods * had * no other crops./,Did the farmers warn about the floods?,N,,0,9,2,14,3,5,N,5724,1,7808,0,0,0.0000,0.0000,7808,7808,0,7808,1,7808
208,2,3,target,target_1,C,/+/The cotton farmers * who were * warned about the bad floods * had * no other crops./,Did the farmers warn about the floods?,N,,0,9,2,14,4,1,N,5724,1,920,0,0,0.0000,0.0000,920,920,0,920,1,920
208,2,3,target,target_1,C,/+/The cotton farmers * who were * warned about the bad floods * had * no other crops./,Did the farmers warn about the floods?,N,,0,9,2,14,5,3,N,5724,1,2842,0,0,0.0000,0.0000,2842,2842,0,2842,1,2842
208,2,4,filler,filler_10,,/+/There was a big hole in the road which blocked the traffic./,Was there a big hole in the road?,Y,,0,10,1,1,1,1,Y,3490,1,1662,0,0,0.0000,0.0000,1662,1662,0,1662,1,1662
208,2,4,filler,filler_10,,/+/There was a big hole in the road which blocked the traffic./,Was there a big hole in the road?,Y,,0,10,2,12,1,12,Y,3490,1,10426,0,0,0.0000,0.0000,10426,10426,0,10426,1,10426
208,2,5,target,target_2,G,/+/The sunburned boys * served the hot dogs * got * a stomach ache./,Did the boys serve the hot dogs?,N,,0,11,1,1,1,1,Y,9044,0,728,0,0,0.0000,0.0000,728,728,0,728,1,728
208,2,5,target,target_2,G,/+/The sunburned boys * served the hot dogs * got * a stomach ache./,Did the boys serve the hot dogs?,N,,0,11,2,11,1,3,Y,9044,0,5456,0,1,0.0000,0.5000,5456,5456,6560,12016,2,6008
208,2,5,target,target_2,G,/+/The sunburned boys * served the hot dogs * got * a stomach ache./,Did the boys serve the hot dogs?,N,,0,11,2,11,2,4,Y,9044,0,2760,1,2,0.2500,0.5000,2760,2760,5109,7869,4,1967
208,2,5,target,target_2,G,/+/The sunburned boys * served the hot dogs * got * a stomach ache./,Did the boys serve the hot dogs?,N,,0,11,2,11,3,1,Y,9044,0,1904,2,2,0.4000,0.4000,1904,1904,1965,3869,5,774
208,2,5,target,target_2,G,/+/The sunburned boys * served the hot dogs * got * a stomach ache./,Did the boys serve the hot dogs?,N,,0,11,2,11,4,3,Y,9044,0,6591,2,0,0.6667,0.0000,25536,11902,5311,11902,3,3967
208,2,6,filler,filler_17,,/+/The students who failed the exam were asked to take it again./,Should all students take the exam again?,N,,0,12,1,1,1,1,N,4835,1,830,0,0,0.0000,0.0000,830,830,0,830,1,830
208,2,6,filler,filler_17,,/+/The students who failed the exam were asked to take it again./,Should all students take the exam again?,N,,0,12,2,12,1,12,N,4835,1,11432,0,0,0.0000,0.0000,11432,11432,0,11432,1,11432
208,2,7,filler,filler_25,,/+/The suitcase which Mike bought has been broken down by his son./,Has the suitcase been broken by Mike?,N,,0,13,1,1,1,1,N,3291,1,1286,0,0,0.0000,0.0000,1286,1286,0,1286,1,1286
208,2,7,filler,filler_25,,/+/The suitcase which Mike bought has been broken down by his son./,Has the suitcase been broken by Mike?,N,,0,13,2,12,1,12,N,3291,1,15783,0,0,0.0000,0.0000,15783,15783,0,15783,1,15783
208,2,8,filler,filler_24,,/+/The roommate has married the man who comes from the west of China./,Has the roommate married?,Y,,0,14,1,1,1,1,Y,3172,1,878,0,0,0.0000,0.0000,878,878,0,878,1,878
208,2,8,filler,filler_24,,/+/The roommate has married the man who comes from the west of China./,Has the roommate married?,Y,,0,14,2,13,1,13,Y,3172,1,12103,0,0,0.0000,0.0000,12103,12103,0,12103,1,12103
208,2,9,target,target_15,C,/+/The confused student * who was * asked about a question * lowered * his head silently./,Did the student ask about a question?,N,,0,15,1,1,1,1,N,8236,1,679,0,0,0.0000,0.0000,679,679,0,679,1,679
208,2,9,target,target_15,C,/+/The confused student * who was * asked about a question * lowered * his head silently./,Did the student ask about a question?,N,,0,15,2,13,1,3,N,8236,1,4226,0,1,0.0000,0.5000,4226,4226,1792,6018,2,3009
208,2,9,target,target_15,C,/+/The confused student * who was * asked about a question * lowered * his head silently./,Did the student ask about a question?,N,,0,15,2,13,2,2,N,8236,1,976,1,1,0.3333,0.3333,976,976,1023,1999,3,666
208,2,9,target,target_15,C,/+/The confused student * who was * asked about a question * lowered * his head silently./,Did the student ask about a question?,N,,0,15,2,13,3,4,N,8236,1,2128,1,1,0.3333,0.3333,2128,2128,2721,4849,3,1616
208,2,9,target,target_15,C,/+/The confused student * who was * asked about a question * lowered * his head silently./,Did the student ask about a question?,N,,0,15,2,13,4,1,N,8236,1,1728,1,1,0.3333,0.3333,1728,1728,654,2382,3,794
208,2,9,target,target_15,C,/+/The confused student * who was * asked about a question * lowered * his head silently./,Did the student ask about a question?,N,,0,15,2,13,5,3,N,8236,1,3592,1,0,0.5000,0.0000,10398,4208,616,4208,2,2104
208,2,10,filler,filler_22,,/+/The girl's life was saved because the doctor acted so well./,Did the girl die?,N,,0,16,1,1,1,1,N,1348,1,798,0,0,0.0000,0.0000,798,798,0,798,1,798
208,2,10,filler,filler_22,,/+/The girl's life was saved because the doctor acted so well./,Did the girl die?,N,,0,16,2,11,1,11,N,1348,1,16247,0,0,0.0000,0.0000,16247,16247,0,16247,1,16247
208,2,11,target,target_4,C,/+/The convicted criminal * who was * watched at the railway station * was * following the boy./,Did someone watch the criminal?,Y,,0,17,1,1,1,1,Y,10347,1,487,0,0,0.0000,0.0000,487,487,0,487,1,487
208,2,11,target,target_4,C,/+/The convicted criminal * who was * watched at the railway station * was * following the boy./,Did someone watch the criminal?,Y,,0,17,2,14,1,3,Y,10347,1,4976,0,2,0.0000,0.6667,4976,4976,7207,12183,3,4061
208,2,11,target,target_4,C,/+/The convicted criminal * who was * watched at the railway station * was * following the boy./,Did someone watch the criminal?,Y,,0,17,2,14,2,2,Y,10347,1,1008,2,2,0.4000,0.4000,1008,1008,3462,4470,5,894
208,2,11,target,target_4,C,/+/The convicted criminal * who was * watched at the railway station * was * following the boy./,Did someone watch the criminal?,Y,,0,17,2,14,3,5,Y,10347,1,6680,2,2,0.4000,0.4000,13481,8488,9172,15852,5,3170
208,2,11,target,target_4,C,/+/The convicted criminal * who was * watched at the railway station * was * following the boy./,Did someone watch the criminal?,Y,,0,17,2,14,4,1,Y,10347,1,631,2,1,0.5000,0.2500,631,631,1387,2018,4,505
208,2,11,target,target_4,C,/+/The convicted criminal * who was * watched at the railway station * was * following the boy./,Did someone watch the criminal?,Y,,0,17,2,14,5,3,Y,10347,1,3777,1,0,0.5000,0.0000,20450,6023,2246,6023,2,3012
208,2,12,filler,filler_35,,/+/The company building was completed successfully in the third quarter./,Was the company building completed?,Y,,0,18,1,1,1,1,Y,3051,1,848,0,0,0.0000,0.0000,848,848,0,848,1,848
208,2,12,filler,filler_35,,/+/The company building was completed successfully in the third quarter./,Was the company building completed?,Y,,0,18,2,10,1,10,Y,3051,1,12064,0,0,0.0000,0.0000,12064,12064,0,12064,1,12064
208,2,13,target,target_8,G,/+/The older kids * showed all the dances * felt * amazed at the party./,Did the older kids show the dances?,N,,0,19,1,1,1,1,Y,3868,0,633,0,0,0.0000,0.0000,633,633,0,633,1,633
208,2,13,target,target_8,G,/+/The older kids * showed all the dances * felt * amazed at the party./,Did the older kids show the dances?,N,,0,19,2,12,1,3,Y,3868,0,1568,0,2,0.0000,0.6667,1568,1568,3568,5136,3,1712
208,2,13,target,target_8,G,/+/The older kids * showed all the dances * felt * amazed at the party./,Did the older kids show the dances?,N,,0,19,2,12,2,4,Y,3868,0,936,2,1,0.5000,0.2500,5288,3529,6087,7023,4,1756
208,2,13,target,target_8,G,/+/The older kids * showed all the dances * felt * amazed at the party./,Did the older kids show the dances?,N,,0,19,2,12,3,1,Y,3868,0,816,1,1,0.3333,0.3333,816,816,415,1231,3,410
208,2,13,target,target_8,G,/+/The older kids * showed all the dances * felt * amazed at the party./,Did the older kids show the dances?,N,,0,19,2,12,4,4,Y,3868,0,3969,1,0,0.5000,0.0000,11774,6056,2087,6056,2,3028
